Date,Time,Hour,Day,Day_Number,Month,Month_Number,Latitude,Longitude,Area,Crime_Type,Crime_Count,Weather,Population_Density
2025-08-30,05:16,5,Saturday,6,August,8,13.010418,77.563764,Malleshwaram,Cyber Crime,6,Cloudy,Very High
2026-10-12,02:40,2,Monday,1,October,10,12.937717,77.630967,Koramangala,Burglary,7,Rainy,High
2025-04-30,18:23,18,Wednesday,3,April,4,12.925414,77.546704,Banashankari,Theft,6,Sunny,Very High
2025-07-29,08:36,8,Tuesday,2,July,7,12.932668,77.601221,Jayanagar,Theft,3,Partly Cloudy,Medium
2026-02-11,05:16,5,Wednesday,3,February,2,12.914029,77.602821,BTM Layout,Assault,4,Cloudy,High
2026-01-03,21:26,21,Saturday,6,January,1,12.966523,77.746598,Whitefield,Robbery,8,Partly Cloudy,Medium
2026-07-18,19:38,19,Saturday,6,July,7,13.030397,77.602435,Hebbal,Robbery,2,Partly Cloudy,Medium
2026-03-03,19:38,19,Tuesday,2,March,3,12.938442,77.625113,Koramangala,Burglary,4,Cloudy,Low
2026-08-24,14:08,14,Monday,1,August,8,12.974723,77.75627,Whitefield,Vehicle Theft,4,Sunny,Medium
2026-07-25,19:38,19,Saturday,6,July,7,12.992657,77.560903,Rajajinagar,Vandalism,6,Cloudy,High
2026-05-09,12:36,12,Saturday,6,May,5,12.846854,77.653975,Electronic City,Robbery,7,Rainy,Very High
2025-07-09,04:35,4,Wednesday,3,July,7,12.939881,77.568137,Basavanagudi,Missing Person,5,Cloudy,Very High
2025-08-14,05:40,5,Thursday,4,August,8,12.837256,77.659947,Electronic City,Assault,4,Partly Cloudy,Low
2025-03-27,20:29,20,Thursday,4,March,3,12.928681,77.595669,Jayanagar,Vandalism,10,Partly Cloudy,Very High
2025-06-22,19:17,19,Sunday,7,June,6,12.922616,77.551711,Banashankari,Vehicle Theft,7,Rainy,High
2025-09-06,01:25,1,Saturday,6,September,9,13.020796,77.533375,Yeshwanthpur,Cyber Crime,12,Sunny,High
2025-04-21,10:34,10,Monday,1,April,4,12.966717,77.751428,Whitefield,Missing Person,5,Cloudy,Medium
2026-06-27,09:20,9,Saturday,6,June,6,12.924401,77.587599,Jayanagar,Missing Person,3,Rainy,Medium
2026-03-01,05:42,5,Sunday,7,March,3,12.852349,77.660888,Electronic City,Assault,7,Cloudy,High
2025-09-03,17:18,17,Wednesday,3,September,9,13.028272,77.537305,Yeshwanthpur,Missing Person,7,Rainy,Very High
2025-01-18,04:24,4,Saturday,6,January,1,12.9311,77.550358,Banashankari,Theft,7,Sunny,Medium
2026-06-11,21:28,21,Thursday,4,June,6,12.924416,77.550781,Banashankari,Fraud,12,Rainy,Very High
2026-12-01,05:11,5,Tuesday,2,December,12,12.991837,77.547553,Rajajinagar,Fraud,4,Cloudy,Low
2026-01-04,17:11,17,Sunday,7,January,1,12.960945,77.696429,Marathahalli,Vehicle Theft,10,Sunny,Very High
2026-04-09,01:41,1,Thursday,4,April,4,12.923174,77.586813,Jayanagar,Robbery,5,Cloudy,Low
2025-04-08,18:26,18,Tuesday,2,April,4,13.007583,77.570651,Malleshwaram,Missing Person,3,Cloudy,High
2026-06-24,01:47,1,Wednesday,3,June,6,12.924152,77.588544,Jayanagar,Assault,6,Partly Cloudy,Low
2026-04-10,12:30,12,Friday,5,April,4,12.91799,77.600225,Jayanagar,Cyber Crime,4,Rainy,High
2025-02-02,10:37,10,Sunday,7,February,2,12.918367,77.634802,HSR Layout,Fraud,4,Rainy,Very High
2026-10-09,13:19,13,Friday,5,October,10,12.918802,77.476472,Kengeri,Robbery,5,Sunny,Medium
2025-06-15,04:35,4,Sunday,7,June,6,12.935863,77.570812,Basavanagudi,Robbery,9,Sunny,Low
2025-02-19,08:42,8,Wednesday,3,February,2,12.911262,77.609244,BTM Layout,Robbery,3,Rainy,Very High
2026-11-26,17:45,17,Thursday,4,November,11,13.011112,77.567823,Malleshwaram,Robbery,1,Cloudy,Low
2026-09-25,18:01,18,Friday,5,September,9,13.027425,77.544622,Yeshwanthpur,Vehicle Theft,6,Rainy,Low
2026-09-30,05:59,5,Wednesday,3,September,9,12.912256,77.637704,HSR Layout,Fraud,6,Cloudy,High
2026-12-10,00:51,0,Thursday,4,December,12,12.923265,77.546532,Banashankari,Burglary,5,Partly Cloudy,High
2025-08-12,22:34,22,Tuesday,2,August,8,12.990603,77.548731,Rajajinagar,Robbery,7,Rainy,Low
2025-11-30,04:40,4,Sunday,7,November,11,12.911821,77.645446,HSR Layout,Vehicle Theft,7,Cloudy,Medium
2026-07-26,05:56,5,Sunday,7,July,7,13.027841,77.543815,Yeshwanthpur,Missing Person,1,Sunny,Low
2026-06-15,12:35,12,Monday,1,June,6,12.969604,77.746273,Whitefield,Cyber Crime,7,Partly Cloudy,Very High
2026-08-20,17:25,17,Thursday,4,August,8,12.981829,77.640369,Indiranagar,Burglary,4,Rainy,Very High
2025-03-22,10:07,10,Saturday,6,March,3,12.939833,77.579479,Basavanagudi,Assault,6,Cloudy,Medium
2026-10-21,23:19,23,Wednesday,3,October,10,12.941429,77.629754,Koramangala,Cyber Crime,7,Cloudy,High
2026-07-23,13:50,13,Thursday,4,July,7,12.993183,77.554651,Rajajinagar,Vandalism,1,Sunny,Medium
2025-06-01,15:21,15,Sunday,7,June,6,12.927067,77.600438,Jayanagar,Accident,3,Cloudy,High
2026-05-16,23:52,23,Saturday,6,May,5,12.96531,77.696152,Marathahalli,Burglary,2,Partly Cloudy,Medium
2026-03-13,12:47,12,Friday,5,March,3,12.937999,77.576708,Basavanagudi,Theft,3,Sunny,High
2025-05-22,23:48,23,Thursday,4,May,5,13.008156,77.577621,Malleshwaram,Accident,4,Rainy,High
2026-06-29,02:09,2,Monday,1,June,6,12.941603,77.573122,Basavanagudi,Cyber Crime,8,Rainy,High
2026-10-31,00:19,0,Saturday,6,October,10,12.972816,77.747086,Whitefield,Vehicle Theft,7,Cloudy,Medium
2025-01-12,00:13,0,Sunday,7,January,1,12.932973,77.546396,Banashankari,Assault,2,Partly Cloudy,Low
2025-09-24,21:30,21,Wednesday,3,September,9,12.913282,77.645406,HSR Layout,Fraud,10,Cloudy,High
2026-01-01,11:15,11,Thursday,4,January,1,12.979234,77.640522,Indiranagar,Theft,5,Rainy,Low
2026-04-23,21:06,21,Thursday,4,April,4,12.926449,77.596436,Jayanagar,Robbery,9,Sunny,Very High
2026-05-24,20:37,20,Sunday,7,May,5,13.020417,77.545723,Yeshwanthpur,Accident,10,Partly Cloudy,Very High
2025-02-03,00:48,0,Monday,1,February,2,12.960204,77.702796,Marathahalli,Missing Person,7,Cloudy,Low
2026-08-25,13:22,13,Tuesday,2,August,8,12.972906,77.756203,Whitefield,Assault,5,Rainy,Low
2026-07-15,06:07,6,Wednesday,3,July,7,12.957151,77.699242,Marathahalli,Assault,7,Partly Cloudy,High
2026-07-10,03:43,3,Friday,5,July,7,12.940756,77.628383,Koramangala,Vehicle Theft,12,Cloudy,Very High
2025-11-11,22:53,22,Tuesday,2,November,11,12.963381,77.692092,Marathahalli,Burglary,7,Rainy,Low
2026-01-28,11:29,11,Wednesday,3,January,1,12.840845,77.653999,Electronic City,Vandalism,4,Sunny,Very High
2025-10-05,17:00,17,Sunday,7,October,10,12.9211,77.616129,BTM Layout,Cyber Crime,4,Rainy,Medium
2026-05-02,18:00,18,Saturday,6,May,5,12.98612,77.561166,Rajajinagar,Fraud,6,Sunny,High
2025-02-02,00:20,0,Sunday,7,February,2,12.843258,77.662404,Electronic City,Assault,8,Rainy,High
2026-03-02,05:29,5,Monday,1,March,3,12.97291,77.746268,Whitefield,Accident,5,Cloudy,Medium
2026-06-02,19:11,19,Tuesday,2,June,6,12.918494,77.591959,Jayanagar,Cyber Crime,4,Rainy,Very High
2025-09-02,21:36,21,Tuesday,2,September,9,12.849253,77.657329,Electronic City,Burglary,8,Rainy,High
2026-04-14,17:39,17,Tuesday,2,April,4,12.919392,77.614456,BTM Layout,Missing Person,7,Rainy,High
2025-10-22,08:51,8,Wednesday,3,October,10,13.024311,77.533579,Yeshwanthpur,Vehicle Theft,1,Partly Cloudy,Low
2025-09-06,19:36,19,Saturday,6,September,9,12.965775,77.746337,Whitefield,Assault,5,Sunny,Low
2025-05-18,15:08,15,Sunday,7,May,5,12.962649,77.699753,Marathahalli,Theft,6,Rainy,Low
2026-10-07,05:17,5,Wednesday,3,October,10,13.036239,77.589219,Hebbal,Fraud,3,Rainy,Medium
2026-01-27,10:03,10,Tuesday,2,January,1,12.9427,77.617984,Koramangala,Assault,5,Sunny,High
2026-08-27,19:54,19,Thursday,4,August,8,13.021542,77.541937,Yeshwanthpur,Theft,3,Partly Cloudy,Medium
2026-10-02,23:42,23,Friday,5,October,10,12.928539,77.550138,Banashankari,Accident,7,Rainy,Medium
2026-02-14,13:50,13,Saturday,6,February,2,12.943235,77.572297,Basavanagudi,Robbery,4,Cloudy,Low
2025-12-26,02:54,2,Friday,5,December,12,12.967565,77.753271,Whitefield,Vehicle Theft,7,Rainy,Medium
2026-04-12,08:56,8,Sunday,7,April,4,12.938372,77.63171,Koramangala,Theft,6,Rainy,Medium
2025-09-07,06:19,6,Sunday,7,September,9,12.837455,77.665348,Electronic City,Vandalism,2,Partly Cloudy,Medium
2026-10-12,05:43,5,Monday,1,October,10,12.921306,77.487894,Kengeri,Assault,3,Sunny,Low
2025-06-11,02:45,2,Wednesday,3,June,6,12.997474,77.569522,Malleshwaram,Vehicle Theft,6,Partly Cloudy,High
2026-09-29,09:35,9,Tuesday,2,September,9,12.998521,77.567664,Malleshwaram,Assault,1,Cloudy,Low
2026-07-27,13:56,13,Monday,1,July,7,12.931104,77.631372,Koramangala,Assault,4,Sunny,Very High
2026-09-24,04:45,4,Thursday,4,September,9,12.996702,77.547901,Rajajinagar,Vehicle Theft,7,Rainy,Medium
2026-02-19,01:35,1,Thursday,4,February,2,13.032519,77.594794,Hebbal,Vandalism,5,Sunny,Medium
2025-11-11,14:33,14,Tuesday,2,November,11,13.008167,77.56685,Malleshwaram,Burglary,1,Rainy,Low
2026-06-23,06:39,6,Tuesday,2,June,6,12.925053,77.542818,Banashankari,Burglary,4,Rainy,Medium
2026-04-24,14:32,14,Friday,5,April,4,12.913332,77.635662,HSR Layout,Robbery,6,Rainy,High
2025-06-20,18:21,18,Friday,5,June,6,12.912397,77.60948,BTM Layout,Burglary,3,Rainy,Very High
2026-10-16,07:13,7,Friday,5,October,10,12.932347,77.553454,Banashankari,Burglary,7,Partly Cloudy,High
2025-06-24,10:34,10,Tuesday,2,June,6,12.913646,77.478155,Kengeri,Vandalism,4,Cloudy,High
2026-07-18,08:20,8,Saturday,6,July,7,12.911283,77.642801,HSR Layout,Burglary,2,Rainy,Low
2025-07-02,10:26,10,Wednesday,3,July,7,12.971789,77.646878,Indiranagar,Burglary,1,Cloudy,Low
2026-10-14,06:10,6,Wednesday,3,October,10,12.979276,77.646013,Indiranagar,Assault,4,Partly Cloudy,Low
2025-07-12,13:57,13,Saturday,6,July,7,12.843739,77.656189,Electronic City,Fraud,3,Partly Cloudy,High
2025-08-15,12:32,12,Friday,5,August,8,12.907702,77.63168,HSR Layout,Accident,4,Rainy,Very High
2025-01-26,16:31,16,Sunday,7,January,1,12.913912,77.639496,HSR Layout,Cyber Crime,5,Partly Cloudy,High
2025-01-20,00:28,0,Monday,1,January,1,12.970486,77.745644,Whitefield,Theft,9,Cloudy,High
2026-11-14,21:49,21,Saturday,6,November,11,12.971624,77.746933,Whitefield,Missing Person,11,Rainy,High
2025-09-15,11:37,11,Monday,1,September,9,13.003461,77.57419,Malleshwaram,Theft,5,Rainy,Very High
2026-03-07,13:28,13,Saturday,6,March,3,12.961862,77.744265,Whitefield,Missing Person,6,Partly Cloudy,Medium
2026-03-13,12:42,12,Friday,5,March,3,12.928523,77.598342,Jayanagar,Theft,5,Sunny,Medium
2026-12-25,18:22,18,Friday,5,December,12,12.92478,77.589029,Jayanagar,Cyber Crime,6,Rainy,Very High
2026-01-28,02:08,2,Wednesday,3,January,1,12.906406,77.487011,Kengeri,Assault,3,Rainy,High
2025-09-10,01:58,1,Wednesday,3,September,9,12.911476,77.631047,HSR Layout,Fraud,4,Cloudy,Medium
2025-10-19,19:14,19,Sunday,7,October,10,12.966969,77.743327,Whitefield,Vandalism,5,Rainy,Low
2025-12-08,08:50,8,Monday,1,December,12,12.920501,77.478655,Kengeri,Theft,10,Cloudy,Very High
2026-11-28,00:01,0,Saturday,6,November,11,12.926083,77.59917,Jayanagar,Accident,5,Sunny,Low
2025-11-12,16:53,16,Wednesday,3,November,11,12.995973,77.572964,Malleshwaram,Accident,2,Rainy,Medium
2025-07-01,14:41,14,Tuesday,2,July,7,12.927957,77.54285,Banashankari,Assault,4,Rainy,Medium
2025-01-31,20:58,20,Friday,5,January,1,13.020621,77.533235,Yeshwanthpur,Accident,2,Partly Cloudy,Low
2025-04-09,07:52,7,Wednesday,3,April,4,13.033781,77.590629,Hebbal,Assault,3,Rainy,Very High
2025-07-27,13:58,13,Sunday,7,July,7,12.920822,77.540981,Banashankari,Vandalism,4,Partly Cloudy,Medium
2025-01-15,02:57,2,Wednesday,3,January,1,12.932002,77.626355,Koramangala,Fraud,8,Rainy,Medium
2026-09-18,04:27,4,Friday,5,September,9,12.904612,77.631733,HSR Layout,Vandalism,5,Partly Cloudy,Medium
2026-07-13,16:43,16,Monday,1,July,7,12.912369,77.486339,Kengeri,Robbery,1,Rainy,Medium
2025-03-30,08:03,8,Sunday,7,March,3,13.039161,77.60324,Hebbal,Theft,6,Cloudy,Medium
2026-08-01,10:57,10,Saturday,6,August,8,12.973268,77.756006,Whitefield,Vehicle Theft,5,Partly Cloudy,High
2026-09-22,06:18,6,Tuesday,2,September,9,13.001495,77.576146,Malleshwaram,Vehicle Theft,5,Rainy,Low
2025-03-28,15:54,15,Friday,5,March,3,12.949537,77.581365,Basavanagudi,Theft,7,Cloudy,Medium
2026-06-14,06:50,6,Sunday,7,June,6,12.851552,77.654794,Electronic City,Fraud,9,Cloudy,Medium
2026-04-27,18:36,18,Monday,1,April,4,12.973446,77.638079,Indiranagar,Missing Person,2,Partly Cloudy,Low
2026-12-16,09:45,9,Wednesday,3,December,12,12.977698,77.752547,Whitefield,Burglary,6,Partly Cloudy,Very High
2025-02-04,03:07,3,Tuesday,2,February,2,12.986673,77.553664,Rajajinagar,Theft,6,Sunny,Medium
2026-09-24,13:37,13,Thursday,4,September,9,12.935191,77.580167,Basavanagudi,Vandalism,7,Rainy,Very High
2025-07-20,06:11,6,Sunday,7,July,7,13.006577,77.566781,Malleshwaram,Burglary,5,Partly Cloudy,Very High
2026-05-31,16:34,16,Sunday,7,May,5,13.00866,77.570542,Malleshwaram,Missing Person,8,Sunny,Very High
2025-08-10,05:42,5,Sunday,7,August,8,13.021563,77.53984,Yeshwanthpur,Theft,8,Partly Cloudy,Medium
2026-02-25,23:43,23,Wednesday,3,February,2,12.916241,77.478082,Kengeri,Vandalism,3,Sunny,Medium
2026-02-19,07:17,7,Thursday,4,February,2,12.989425,77.548278,Rajajinagar,Fraud,6,Rainy,High
2026-05-01,00:55,0,Friday,5,May,5,12.852821,77.666297,Electronic City,Cyber Crime,7,Cloudy,Medium
2026-07-28,21:26,21,Tuesday,2,July,7,12.918307,77.55339,Banashankari,Vehicle Theft,6,Partly Cloudy,High
2026-03-02,08:27,8,Monday,1,March,3,13.033427,77.589488,Hebbal,Cyber Crime,2,Rainy,Medium
2026-05-13,02:39,2,Wednesday,3,May,5,12.930573,77.544196,Banashankari,Burglary,5,Rainy,Medium
2025-08-29,11:28,11,Friday,5,August,8,13.032363,77.59056,Hebbal,Assault,7,Partly Cloudy,Very High
2025-11-09,06:05,6,Sunday,7,November,11,12.957307,77.696323,Marathahalli,Cyber Crime,6,Partly Cloudy,High
2025-08-02,18:31,18,Saturday,6,August,8,13.035186,77.592145,Hebbal,Robbery,5,Partly Cloudy,Low
2026-12-02,15:30,15,Wednesday,3,December,12,12.910048,77.480749,Kengeri,Vehicle Theft,9,Partly Cloudy,Very High
2026-06-05,15:35,15,Friday,5,June,6,13.042838,77.590101,Hebbal,Robbery,7,Rainy,Very High
2025-08-29,06:00,6,Friday,5,August,8,12.917647,77.590834,Jayanagar,Cyber Crime,5,Sunny,Very High
2026-07-26,08:49,8,Sunday,7,July,7,12.842667,77.655288,Electronic City,Vandalism,3,Cloudy,High
2026-02-09,03:04,3,Monday,1,February,2,13.037582,77.595425,Hebbal,Accident,8,Partly Cloudy,High
2026-05-10,09:52,9,Sunday,7,May,5,13.031454,77.544865,Yeshwanthpur,Missing Person,2,Partly Cloudy,Medium
2025-11-04,10:32,10,Tuesday,2,November,11,13.035852,77.601337,Hebbal,Fraud,5,Sunny,High
2026-08-29,19:43,19,Saturday,6,August,8,12.973478,77.750538,Whitefield,Burglary,4,Cloudy,High
2025-04-05,04:43,4,Saturday,6,April,4,12.999069,77.548111,Rajajinagar,Missing Person,8,Cloudy,High
2026-05-27,00:20,0,Wednesday,3,May,5,12.916403,77.634152,HSR Layout,Cyber Crime,7,Sunny,Very High
2025-04-07,09:00,9,Monday,1,April,4,12.933945,77.576013,Basavanagudi,Accident,5,Sunny,Medium
2026-04-04,04:59,4,Saturday,6,April,4,12.985775,77.561783,Rajajinagar,Vandalism,11,Cloudy,Low
2025-08-25,08:51,8,Monday,1,August,8,12.92736,77.547503,Banashankari,Fraud,11,Cloudy,Very High
2025-07-03,11:50,11,Thursday,4,July,7,12.925255,77.589672,Jayanagar,Theft,7,Cloudy,High
2025-07-13,14:06,14,Sunday,7,July,7,13.030924,77.542926,Yeshwanthpur,Theft,5,Partly Cloudy,Medium
2025-11-02,22:24,22,Sunday,7,November,11,12.986517,77.552513,Rajajinagar,Burglary,7,Sunny,Medium
2025-07-31,19:52,19,Thursday,4,July,7,12.924326,77.602863,BTM Layout,Fraud,6,Sunny,High
2025-10-21,10:34,10,Tuesday,2,October,10,12.973681,77.745435,Whitefield,Vandalism,4,Cloudy,Low
2026-11-22,15:24,15,Sunday,7,November,11,12.931305,77.629367,Koramangala,Missing Person,4,Sunny,Low
2026-06-03,05:07,5,Wednesday,3,June,6,12.924196,77.613061,BTM Layout,Burglary,7,Cloudy,Very High
2026-12-23,13:35,13,Wednesday,3,December,12,12.917941,77.486348,Kengeri,Vehicle Theft,5,Cloudy,Low
2025-03-01,21:03,21,Saturday,6,March,3,12.916689,77.636013,HSR Layout,Accident,2,Partly Cloudy,Medium
2026-01-23,19:54,19,Friday,5,January,1,12.925502,77.596204,Jayanagar,Assault,5,Cloudy,Very High
2025-05-29,21:59,21,Thursday,4,May,5,13.032652,77.542196,Yeshwanthpur,Vandalism,7,Partly Cloudy,Low
2025-05-19,04:50,4,Monday,1,May,5,12.852883,77.652701,Electronic City,Theft,7,Cloudy,Very High
2026-05-08,22:34,22,Friday,5,May,5,12.923586,77.542484,Banashankari,Assault,11,Partly Cloudy,Very High
2026-03-31,00:21,0,Tuesday,2,March,3,12.903819,77.642884,HSR Layout,Missing Person,3,Sunny,High
2025-07-27,11:53,11,Sunday,7,July,7,12.930277,77.619636,Koramangala,Accident,8,Rainy,Very High
2026-02-13,15:00,15,Friday,5,February,2,12.956748,77.702504,Marathahalli,Fraud,1,Rainy,Low
2025-01-31,22:16,22,Friday,5,January,1,12.921138,77.553378,Banashankari,Accident,11,Sunny,Very High
2026-08-20,21:01,21,Thursday,4,August,8,12.979304,77.632814,Indiranagar,Assault,6,Rainy,Very High
2025-05-17,15:39,15,Saturday,6,May,5,13.03819,77.597267,Hebbal,Burglary,7,Sunny,Low
2025-11-26,05:15,5,Wednesday,3,November,11,12.964905,77.75242,Whitefield,Robbery,2,Cloudy,Low
2026-12-23,23:17,23,Wednesday,3,December,12,13.023478,77.536143,Yeshwanthpur,Missing Person,10,Rainy,Very High
2025-01-15,11:18,11,Wednesday,3,January,1,12.928986,77.552771,Banashankari,Vandalism,5,Partly Cloudy,High
2026-10-16,20:57,20,Friday,5,October,10,12.932867,77.627595,Koramangala,Burglary,9,Sunny,High
2026-11-06,08:40,8,Friday,5,November,11,13.028916,77.539425,Yeshwanthpur,Missing Person,4,Partly Cloudy,Low
2026-11-18,12:58,12,Wednesday,3,November,11,13.004219,77.572309,Malleshwaram,Vehicle Theft,6,Partly Cloudy,High
2026-09-11,02:21,2,Friday,5,September,9,13.011357,77.570188,Malleshwaram,Assault,7,Cloudy,Medium
2026-10-25,11:15,11,Sunday,7,October,10,13.000273,77.565601,Malleshwaram,Theft,3,Rainy,Medium
2026-05-25,13:42,13,Monday,1,May,5,12.984643,77.552815,Rajajinagar,Missing Person,5,Cloudy,Very High
2026-06-09,16:12,16,Tuesday,2,June,6,12.938862,77.629634,Koramangala,Vehicle Theft,3,Rainy,Low
2026-02-25,15:44,15,Wednesday,3,February,2,12.843893,77.654513,Electronic City,Vandalism,1,Partly Cloudy,Low
2026-02-01,02:13,2,Sunday,7,February,2,12.963254,77.694994,Marathahalli,Vehicle Theft,4,Sunny,Low
2026-08-03,03:31,3,Monday,1,August,8,13.003781,77.571596,Malleshwaram,Assault,5,Rainy,Very High
2026-10-14,05:47,5,Wednesday,3,October,10,13.004836,77.566402,Malleshwaram,Theft,5,Rainy,Low
2026-04-14,18:28,18,Tuesday,2,April,4,12.925695,77.547396,Banashankari,Missing Person,3,Sunny,Very High
2025-08-17,01:19,1,Sunday,7,August,8,12.975685,77.742337,Whitefield,Robbery,8,Sunny,Medium
2026-12-18,03:38,3,Friday,5,December,12,13.030371,77.542252,Yeshwanthpur,Fraud,10,Partly Cloudy,Medium
2026-05-14,01:33,1,Thursday,4,May,5,12.95355,77.690044,Marathahalli,Fraud,9,Rainy,High
2026-12-05,12:18,12,Saturday,6,December,12,12.906064,77.632351,HSR Layout,Missing Person,6,Cloudy,Very High
2025-12-28,05:21,5,Sunday,7,December,12,12.905479,77.638457,HSR Layout,Burglary,4,Rainy,Low
2026-09-27,14:17,14,Sunday,7,September,9,12.970826,77.644438,Indiranagar,Fraud,6,Rainy,Medium
2025-12-20,06:27,6,Saturday,6,December,12,12.986289,77.636554,Indiranagar,Vandalism,3,Sunny,Medium
2025-08-09,19:33,19,Saturday,6,August,8,12.928818,77.548529,Banashankari,Assault,5,Sunny,Very High
2026-12-19,01:58,1,Saturday,6,December,12,12.923707,77.551031,Banashankari,Vehicle Theft,13,Sunny,Very High
2025-03-06,08:44,8,Thursday,4,March,3,12.975107,77.63739,Indiranagar,Theft,4,Partly Cloudy,High
2026-03-08,19:21,19,Sunday,7,March,3,12.909963,77.606394,BTM Layout,Assault,2,Rainy,Low
2026-11-10,10:14,10,Tuesday,2,November,11,12.925975,77.548698,Banashankari,Robbery,2,Partly Cloudy,Medium
2026-06-13,02:19,2,Saturday,6,June,6,12.939951,77.579803,Basavanagudi,Theft,9,Sunny,High
2025-09-04,23:02,23,Thursday,4,September,9,12.928213,77.63133,Koramangala,Robbery,7,Rainy,High
2026-03-25,19:39,19,Wednesday,3,March,3,12.913146,77.479032,Kengeri,Burglary,3,Cloudy,Very High
2025-09-29,01:13,1,Monday,1,September,9,12.838902,77.65308,Electronic City,Missing Person,7,Rainy,Medium
2026-03-17,05:05,5,Tuesday,2,March,3,12.954069,77.704095,Marathahalli,Assault,2,Cloudy,Medium
2025-03-27,11:55,11,Thursday,4,March,3,12.911568,77.632824,HSR Layout,Assault,2,Sunny,Low
2026-06-28,19:15,19,Sunday,7,June,6,12.994392,77.552438,Rajajinagar,Theft,5,Sunny,Very High
2025-10-31,06:44,6,Friday,5,October,10,12.937921,77.621239,Koramangala,Cyber Crime,5,Sunny,Low
2026-10-12,21:23,21,Monday,1,October,10,13.035598,77.590403,Hebbal,Vandalism,7,Partly Cloudy,High
2026-09-07,03:54,3,Monday,1,September,9,12.93669,77.630038,Koramangala,Cyber Crime,5,Sunny,Medium
2025-07-26,13:39,13,Saturday,6,July,7,13.026584,77.545043,Yeshwanthpur,Vehicle Theft,8,Rainy,High
2025-08-17,01:17,1,Sunday,7,August,8,13.000131,77.563775,Malleshwaram,Burglary,7,Partly Cloudy,High
2026-09-23,18:16,18,Wednesday,3,September,9,12.981343,77.64702,Indiranagar,Missing Person,1,Rainy,Medium
2026-11-21,13:14,13,Saturday,6,November,11,12.909414,77.481946,Kengeri,Assault,1,Sunny,Medium
2025-08-13,01:38,1,Wednesday,3,August,8,12.904949,77.63728,HSR Layout,Cyber Crime,9,Partly Cloudy,High
2025-03-18,15:10,15,Tuesday,2,March,3,12.90865,77.610522,BTM Layout,Robbery,5,Cloudy,Low
2025-08-16,07:02,7,Saturday,6,August,8,13.041611,77.603207,Hebbal,Theft,10,Rainy,High
2026-08-25,04:55,4,Tuesday,2,August,8,12.973898,77.755359,Whitefield,Missing Person,7,Rainy,Very High
2025-12-04,20:47,20,Thursday,4,December,12,12.919971,77.595542,Jayanagar,Vehicle Theft,9,Cloudy,Low
2025-10-22,16:06,16,Wednesday,3,October,10,12.918352,77.594176,Jayanagar,Accident,4,Rainy,Medium
2026-04-17,18:58,18,Friday,5,April,4,12.965895,77.690263,Marathahalli,Vandalism,3,Rainy,High
2026-11-12,13:22,13,Thursday,4,November,11,12.92235,77.597635,Jayanagar,Missing Person,3,Rainy,Low
2025-10-07,04:06,4,Tuesday,2,October,10,13.004727,77.576942,Malleshwaram,Vandalism,8,Sunny,Low
2026-09-03,11:07,11,Thursday,4,September,9,12.986871,77.559468,Rajajinagar,Vehicle Theft,7,Sunny,High
2026-07-30,14:01,14,Thursday,4,July,7,12.961948,77.744247,Whitefield,Assault,4,Sunny,Medium
2026-10-29,22:03,22,Thursday,4,October,10,12.940861,77.568522,Basavanagudi,Cyber Crime,8,Sunny,Low
2025-06-19,14:22,14,Thursday,4,June,6,12.908994,77.479521,Kengeri,Vandalism,2,Rainy,Medium
2026-05-17,00:53,0,Sunday,7,May,5,12.843587,77.659726,Electronic City,Cyber Crime,3,Rainy,Low
2025-10-24,02:59,2,Friday,5,October,10,12.952655,77.693405,Marathahalli,Assault,11,Partly Cloudy,Very High
2025-03-08,21:58,21,Saturday,6,March,3,12.915189,77.477681,Kengeri,Accident,6,Rainy,Low
2026-10-05,07:55,7,Monday,1,October,10,12.906997,77.487057,Kengeri,Burglary,5,Partly Cloudy,Medium
2026-11-08,18:31,18,Sunday,7,November,11,13.030014,77.594467,Hebbal,Burglary,7,Rainy,High
2025-04-10,01:39,1,Thursday,4,April,4,12.968794,77.754374,Whitefield,Cyber Crime,4,Rainy,Medium
2026-02-20,17:26,17,Friday,5,February,2,12.96581,77.75172,Whitefield,Accident,2,Cloudy,High
2025-03-24,04:22,4,Monday,1,March,3,13.023624,77.533074,Yeshwanthpur,Theft,8,Rainy,Very High
2026-12-30,16:15,16,Wednesday,3,December,12,12.962543,77.747471,Whitefield,Cyber Crime,1,Rainy,Medium
2026-05-19,11:31,11,Tuesday,2,May,5,12.964338,77.743281,Whitefield,Accident,2,Sunny,Low
2026-07-10,17:22,17,Friday,5,July,7,12.908176,77.476625,Kengeri,Accident,3,Partly Cloudy,High
2026-04-20,15:22,15,Monday,1,April,4,12.996813,77.563261,Malleshwaram,Assault,4,Sunny,Medium
2026-03-12,09:29,9,Thursday,4,March,3,12.937075,77.574565,Basavanagudi,Accident,4,Rainy,Low
2026-09-16,04:12,4,Wednesday,3,September,9,12.986437,77.560487,Rajajinagar,Missing Person,6,Sunny,Medium
2026-09-12,08:45,8,Saturday,6,September,9,13.031373,77.538934,Yeshwanthpur,Burglary,1,Sunny,Medium
2026-11-26,20:44,20,Thursday,4,November,11,12.903737,77.641985,HSR Layout,Robbery,4,Rainy,High
2026-07-01,21:53,21,Wednesday,3,July,7,13.027173,77.536067,Yeshwanthpur,Accident,6,Partly Cloudy,Medium
